"id","lat","lon","juosta","pavadinimas","kodas","map_id"
0,NULL,NULL,NULL,NULL,"D1",102
1,NULL,NULL,NULL,NULL,"D14",102
2,NULL,NULL,NULL,NULL,"516 D6",516
3,NULL,NULL,NULL,NULL,"153 D12",153
4,NULL,NULL,NULL,NULL,"118 D10",118
5,NULL,NULL,1,NULL,"VD2.1",318
6,NULL,NULL,1,NULL,"vd3.1",1009
7,NULL,NULL,NULL,NULL,"D4",253
8,NULL,NULL,NULL,NULL,"D15",214
9,NULL,NULL,1,NULL,"VD3.1",206
10,NULL,NULL,NULL,NULL,"D4",102
11,NULL,NULL,1,NULL,"VD3.1",104
12,NULL,NULL,NULL,NULL,"702 D7",702
13,NULL,NULL,3,NULL,"VD1.3",107
14,NULL,NULL,NULL,NULL,"107 D9",107
15,NULL,NULL,1,NULL,"VD1.1",512
16,NULL,NULL,1,NULL,"VD10.1",513
18,NULL,NULL,2,NULL,"VD3.2",515
19,NULL,NULL,NULL,NULL,"109 D9",109
20,NULL,NULL,1,NULL,"VD5.1",516
21,NULL,NULL,NULL,NULL,"110 D7",110
22,NULL,NULL,1,NULL,"VD3.1",517
23,NULL,NULL,1,NULL,"VD2.1",518
24,NULL,NULL,2,NULL,"VD1.2",520
26,NULL,NULL,1,NULL,"VD1.1",117
27,NULL,NULL,NULL,NULL,"D3",358
28,NULL,NULL,4,NULL,"VD4.4",782
29,NULL,NULL,1,NULL,"VD1.1",522
30,NULL,NULL,2,NULL,"VD1.2",153
32,NULL,NULL,1,NULL,"VD2.1",114
33,NULL,NULL,NULL,NULL,"114 D14",114
34,NULL,NULL,2,NULL,"VD3.2",551
35,NULL,NULL,1,NULL,"VD3.1",553
36,NULL,NULL,1,NULL,"VD5.1",555
37,NULL,NULL,NULL,NULL,"D6",115
38,NULL,NULL,2,NULL,"VD1.2",555
39,NULL,NULL,NULL,NULL,"D3",116
40,NULL,NULL,NULL,NULL,"D15",116
41,NULL,NULL,2,NULL,"VD3.2",403
42,NULL,NULL,2,NULL,"VD1.2",404
43,NULL,NULL,1,NULL,"VD1.1",401
44,NULL,NULL,2,NULL,"VD4.2",357
45,NULL,NULL,1,NULL,"VD1.1",354
46,NULL,NULL,2,NULL,"VD1.2",353
47,NULL,NULL,2,NULL,"VD1.2",352
49,NULL,NULL,1,NULL,"VD1.1",320
50,NULL,NULL,2,NULL,"VD1.2",318
51,NULL,NULL,1,NULL,"VD3.1",402
52,NULL,NULL,2,NULL,"VD3.2",315
53,NULL,NULL,2,NULL,"VD1.2",314
55,NULL,NULL,1,NULL,"VD7.1",311
56,NULL,NULL,1,NULL,"VD2.1",311
57,NULL,NULL,1,NULL,"VD2.1",309
58,NULL,NULL,2,NULL,"VD6.2",306
59,NULL,NULL,1,NULL,"VD1.1",556
60,NULL,NULL,2,NULL,"vd3.2",1009
61,54.674327,25.20204,2,"Architektų / Erfurto sankryža","VD3.2",1029
62,NULL,NULL,1,NULL,"VD1.1",303
63,NULL,NULL,2,NULL,"VD5.2",302
64,NULL,NULL,1,NULL,"VD5.1",301
65,NULL,NULL,1,NULL,"VD7.1",259
66,NULL,NULL,1,NULL,"VD4.1",258
67,NULL,NULL,1,NULL,"VD3.1",257
68,NULL,NULL,NULL,NULL,"D3",256
69,NULL,NULL,NULL,NULL,"255 D4",255
70,NULL,NULL,NULL,NULL,"D6",252
71,NULL,NULL,NULL,NULL,"D2",253
72,NULL,NULL,NULL,NULL,"D3",253
73,NULL,NULL,NULL,NULL,"D3",251
74,NULL,NULL,1,NULL,"VD1.1",217
75,NULL,NULL,NULL,NULL,"D12",216
76,NULL,NULL,NULL,NULL,"D1",216
77,NULL,NULL,1,NULL,"VD 1.1",608
78,NULL,NULL,2,NULL,"vd6.2",1009
79,NULL,NULL,1,NULL,"VD1.1",1030
80,NULL,NULL,NULL,NULL,"D14",214
81,NULL,NULL,NULL,NULL,"D3",214
82,NULL,NULL,NULL,NULL,"D15",213
83,NULL,NULL,NULL,NULL,"D4",213
84,NULL,NULL,2,NULL,"VD3.2",210
85,NULL,NULL,1,NULL,"VD3.1",210
86,NULL,NULL,2,NULL,"VD12.2",207
87,NULL,NULL,2,NULL,"VD6.2",207
88,NULL,NULL,3,NULL,"VD4.3",206
89,NULL,NULL,NULL,NULL,"D3",608
90,NULL,NULL,NULL,NULL,"D7",206
91,NULL,NULL,1,NULL,"VD2.1",204
92,NULL,NULL,NULL,NULL,"D8",203
93,NULL,NULL,NULL,NULL,"D16",102
94,NULL,NULL,1,NULL,"VD4.1",1031
95,NULL,NULL,1,NULL,"VD6.1",201
96,NULL,NULL,1,NULL,"VD3.1",156
97,NULL,NULL,1,NULL,"VD4.1",156
100,NULL,NULL,NULL,NULL,"D5",102
101,NULL,NULL,1,NULL,"VD1.1",501
102,NULL,NULL,2,NULL,"VD3.2",119
103,NULL,NULL,3,NULL,"VD2.3",101
104,NULL,NULL,NULL,NULL,"D6",101
105,NULL,NULL,1,NULL,"VD1.1",152
106,NULL,NULL,1,NULL,"VD2.1",502
107,NULL,NULL,1,NULL,"VD6.1",502
108,NULL,NULL,2,NULL,"VD1.2",103
109,NULL,NULL,2,NULL,"VD1.2",504
110,NULL,NULL,2,NULL,"VD3.2",104
111,NULL,NULL,3,NULL,"VD1.3",505
112,NULL,NULL,2,NULL,"VD2.2",506
113,NULL,NULL,NULL,NULL,"d4",1008
114,NULL,NULL,1,NULL,"VD6.1",507
115,NULL,NULL,NULL,NULL,"d6",1008
116,NULL,NULL,1,NULL,"VD8.1",106
117,NULL,NULL,NULL,NULL,"1008 D9",1008
118,NULL,NULL,NULL,NULL,"D1",702
119,NULL,NULL,NULL,NULL,"D5",702
120,NULL,NULL,1,NULL,"VD1.1",509
121,NULL,NULL,1,NULL,"VD2.1",509
122,NULL,NULL,2,NULL,"VD2.2",509
123,NULL,NULL,1,NULL,"VD3.1",509
124,NULL,NULL,2,NULL,"VD3.2",509
125,NULL,NULL,1,NULL,"VD4.1",509
126,NULL,NULL,2,NULL,"VD4.2",509
127,NULL,NULL,1,NULL,"VD1.1",510
128,NULL,NULL,1,NULL,"VD1.1",107
129,NULL,NULL,2,NULL,"VD1.2",107
130,NULL,NULL,1,NULL,"VD2.1",107
131,NULL,NULL,2,NULL,"VD2.2",107
132,NULL,NULL,3,NULL,"VD2.3",107
133,NULL,NULL,1,NULL,"VD3.1",107
134,NULL,NULL,2,NULL,"VD3.2",107
135,NULL,NULL,NULL,NULL,"107 D11",107
136,NULL,NULL,NULL,NULL,"107 D10",107
137,NULL,NULL,NULL,NULL,"107 D14",107
138,NULL,NULL,1,NULL,"VD6.1",107
139,NULL,NULL,2,NULL,"VD6.2",107
140,NULL,NULL,2,NULL,"VD1.2",510
141,NULL,NULL,1,NULL,"VD2.1",510
142,NULL,NULL,1,NULL,"VD3.1",510
143,NULL,NULL,1,NULL,"VD4.1",510
144,NULL,NULL,1,NULL,"VD5.1",510
145,NULL,NULL,1,NULL,"VD1.1",511
146,NULL,NULL,1,NULL,"VD2.1",511
147,NULL,NULL,2,NULL,"VD2.2",511
148,NULL,NULL,3,NULL,"VD2.3",511
149,NULL,NULL,1,NULL,"VD3.1",511
150,NULL,NULL,NULL,NULL,"842 D14",842
151,NULL,NULL,2,NULL,"VD1.2",512
153,NULL,NULL,3,NULL,"VD1.3",512
154,NULL,NULL,1,NULL,"VD1.1",118
155,NULL,NULL,1,NULL,"VD2.1",512
156,NULL,NULL,NULL,NULL,"1033 D1",1033
157,NULL,NULL,NULL,NULL,"1033 D7",1033
158,NULL,NULL,1,NULL,"VD1.1",201
159,NULL,NULL,1,NULL,"VD3.1",513
160,NULL,NULL,1,NULL,"VD6.1",513
161,NULL,NULL,1,NULL,"VD7.1",513
162,NULL,NULL,NULL,NULL,"D2",312
163,NULL,NULL,2,NULL,"VD2.2",312
164,NULL,NULL,2,NULL,"VD5.2",312
165,NULL,NULL,1,NULL,"VD1.1",108
166,NULL,NULL,2,NULL,"VD1.2",108
167,NULL,NULL,1,NULL,"VD2.1",108
168,NULL,NULL,2,NULL,"VD2.2",108
177,NULL,NULL,1,NULL,"VD1.1",515
178,NULL,NULL,1,NULL,"VD2.1",515
179,NULL,NULL,2,NULL,"VD2.2",515
180,NULL,NULL,2,NULL,"VD4.2",515
181,NULL,NULL,1,NULL,"VD5.1",515
182,NULL,NULL,1,NULL,"VD1.1",109
183,NULL,NULL,2,NULL,"VD1.2",109
184,NULL,NULL,NULL,NULL,"109 D3",109
185,NULL,NULL,NULL,NULL,"109 D4",109
186,NULL,NULL,1,NULL,"VD4.1",109
187,NULL,NULL,1,NULL,"VD5.1",109
188,NULL,NULL,2,NULL,"VD5.2",109
189,NULL,NULL,NULL,NULL,"109 D8",109
190,NULL,NULL,1,NULL,"VD8.1",109
192,NULL,NULL,2,NULL,"VD5.2",515
195,NULL,NULL,1,NULL,"VD1.1",516
196,NULL,NULL,2,NULL,"VD1.2",516
197,NULL,NULL,3,NULL,"VD1.3",516
198,NULL,NULL,1,NULL,"VD2.1",516
199,NULL,NULL,1,NULL,"VD3.1",516
202,NULL,NULL,1,NULL,"VD1.1",517
203,NULL,NULL,2,NULL,"VD1.2",517
204,NULL,NULL,1,NULL,"VD1.1",110
205,NULL,NULL,2,NULL,"VD1.2",110
206,NULL,NULL,1,NULL,"VD2.1",110
207,NULL,NULL,2,NULL,"VD2.2",110
208,NULL,NULL,3,NULL,"VD2.3",110
209,NULL,NULL,NULL,NULL,"110 D6",110
210,NULL,NULL,1,NULL,"VD5.1",110
211,NULL,NULL,2,NULL,"VD5.2",110
212,NULL,NULL,3,NULL,"VD5.3",110
213,NULL,NULL,1,NULL,"VD6.1",110
214,NULL,NULL,2,NULL,"VD6.2",110
215,NULL,NULL,NULL,NULL,"110 D13",110
216,NULL,NULL,NULL,NULL,"110 D15",110
217,NULL,NULL,NULL,NULL,"110 D16",110
218,NULL,NULL,3,NULL,"VD1.3",517
219,NULL,NULL,1,NULL,"VD2.1",517
220,NULL,NULL,1,NULL,"VD4.1",517
221,NULL,NULL,1,NULL,"VD5.1",517
222,NULL,NULL,1,NULL,"VD6.1",517
223,NULL,NULL,1,NULL,"VD7.1",517
224,NULL,NULL,1,NULL,"VD8.1",517
225,NULL,NULL,2,NULL,"VD8.2",517
226,NULL,NULL,NULL,NULL,"D1",518
227,NULL,NULL,NULL,NULL,"D2",518
229,NULL,NULL,1,NULL,"VD1.1",518
230,NULL,NULL,1,NULL,"VD3.1",518
231,NULL,NULL,1,NULL,"VD4.1",518
232,NULL,NULL,1,NULL,"VD6.1",519
233,NULL,NULL,1,NULL,"VD1.1",519
234,NULL,NULL,1,NULL,"VD2.1",519
235,NULL,NULL,1,NULL,"VD3.1",519
236,NULL,NULL,2,NULL,"VD3.2",519
237,NULL,NULL,1,NULL,"VD4.1",519
238,NULL,NULL,1,NULL,"VD5.1",519
239,NULL,NULL,1,NULL,"VD1.1",520
240,NULL,NULL,1,NULL,"VD1.1",111
241,NULL,NULL,2,NULL,"VD1.2",111
242,NULL,NULL,NULL,NULL,"111 D3",111
243,NULL,NULL,NULL,NULL,"111 D4",111
244,NULL,NULL,1,NULL,"VD4.1",111
245,NULL,NULL,1,NULL,"VD5.1",111
246,NULL,NULL,2,NULL,"VD5.2",111
247,NULL,NULL,NULL,NULL,"111 D8",111
248,NULL,NULL,NULL,NULL,"111 D9",111
249,NULL,NULL,1,NULL,"VD8.1",111
250,NULL,NULL,1,NULL,"VD2.1",520
251,NULL,NULL,1,NULL,"VD3.1",520
252,NULL,NULL,2,NULL,"VD3.2",520
253,NULL,NULL,NULL,NULL,"D1",520
254,NULL,NULL,NULL,NULL,"D2",520
256,NULL,NULL,1,NULL,"VD2.1",521
257,NULL,NULL,1,NULL,"VD1.1",521
258,NULL,NULL,2,NULL,"VD3.2",522
259,NULL,NULL,2,NULL,"VD4.2",522
260,NULL,NULL,2,NULL,"VD1.2",117
261,NULL,NULL,NULL,NULL,"D1",117
262,NULL,NULL,NULL,NULL,"D2",117
263,NULL,NULL,NULL,NULL,"D3",117
264,NULL,NULL,NULL,NULL,"D4",117
265,NULL,NULL,NULL,NULL,"116 D13",116
267,NULL,NULL,NULL,NULL,"116 D14",116
268,NULL,NULL,NULL,NULL,"D1",358
269,NULL,NULL,NULL,NULL,"D2",358
270,NULL,NULL,NULL,NULL,"D4",358
271,NULL,NULL,NULL,NULL,"D5",358
272,NULL,NULL,NULL,NULL,"D6",358
273,NULL,NULL,NULL,NULL,"D7",358
274,NULL,NULL,NULL,NULL,"D8",358
275,NULL,NULL,2,NULL,"VD3.2",782
276,NULL,NULL,2,NULL,"VD3.2",782
277,NULL,NULL,3,NULL,"VD3.3",782
278,NULL,NULL,1,NULL,"VD4.1",782
279,NULL,NULL,2,NULL,"VD4.2",782
280,NULL,NULL,1,NULL,"VD1.1",1019
281,NULL,NULL,2,NULL,"VD1.2",1019
282,NULL,NULL,1,NULL,"VD2.1",1019
283,NULL,NULL,1,NULL,"VD3.1",1019
284,NULL,NULL,2,NULL,"VD3.2",1019
285,NULL,NULL,1,NULL,"VD4.1",1019
286,NULL,NULL,NULL,NULL,"522 D5",522
287,NULL,NULL,3,NULL,"VD1.3",522
288,NULL,NULL,2,NULL,"VD1.2",522
289,NULL,NULL,1,NULL,"VD2.1",522
290,NULL,NULL,1,NULL,"VD4.1",522
291,NULL,NULL,1,NULL,"VD3.1",522
292,NULL,NULL,1,NULL,"VD1.1",523
293,NULL,NULL,1,NULL,"VD5.1",523
294,NULL,NULL,2,NULL,"VD3.2",523
297,NULL,NULL,NULL,NULL,"153 D6",153
298,NULL,NULL,1,NULL,"VD2.1",153
299,NULL,NULL,2,NULL,"VD4.2",153
300,NULL,NULL,1,NULL,"VD1.1",153
301,NULL,NULL,1,NULL,"VD4.1",153
302,NULL,NULL,2,NULL,"VD5.2",153
303,NULL,NULL,NULL,NULL,"153 D7",153
304,NULL,NULL,1,NULL,"VD2.1",523
305,NULL,NULL,2,NULL,"VD2.2",523
306,NULL,NULL,1,NULL,"VD4.1",523
307,NULL,NULL,1,NULL,"VD3.1",523
308,NULL,NULL,2,NULL,"VD1.2",524
309,NULL,NULL,1,NULL,"VD3.1",524
310,NULL,NULL,NULL,NULL,"D1",524
312,NULL,NULL,1,NULL,"VD1.1",524
313,NULL,NULL,2,NULL,"VD2.2",524
314,NULL,NULL,1,NULL,"VD2.1",524
319,NULL,NULL,1,NULL,"VD1.1",114
320,NULL,NULL,2,NULL,"VD2.2",114
321,NULL,NULL,3,NULL,"VD2.3",114
322,NULL,NULL,NULL,NULL,"D5",214
323,NULL,NULL,NULL,NULL,"114 D13",114
324,NULL,NULL,1,NULL,"VD4.1",114
325,NULL,NULL,2,NULL,"VD4.2",114
326,NULL,NULL,3,NULL,"VD4.3",114
328,NULL,NULL,2,NULL,"VD5.2",114
329,NULL,NULL,3,NULL,"VD5.3",114
330,NULL,NULL,NULL,NULL,"114 D6",114
331,NULL,NULL,1,NULL,"VD7.1",114
332,NULL,NULL,1,NULL,"VD8.1",114
333,NULL,NULL,NULL,NULL,"D1",114
334,NULL,NULL,NULL,NULL,"D2",114
338,NULL,NULL,1,NULL,"VD2.1",551
339,NULL,NULL,1,NULL,"VD1.1",551
340,NULL,NULL,1,NULL,"VD3.1",551
341,NULL,NULL,1,NULL,"VD4.1",551
342,NULL,NULL,1,NULL,"VD5.1",552
343,NULL,NULL,1,NULL,"VD3.1",552
344,NULL,NULL,NULL,NULL,"552 D1",552
345,NULL,NULL,1,NULL,"VD2.1",552
346,NULL,NULL,1,NULL,"VD4.1",552
347,NULL,NULL,1,NULL,"VD1.1",553
348,NULL,NULL,1,NULL,"VD2.1",553
349,NULL,NULL,1,NULL,"VD4.1",553
350,NULL,NULL,1,NULL,"VD5.1",554
351,NULL,NULL,1,NULL,"VD3.1",554
352,NULL,NULL,2,NULL,"VD2.2",554
353,NULL,NULL,1,NULL,"VD1.1",554
354,NULL,NULL,2,NULL,"VD5.2",554
355,NULL,NULL,1,NULL,"VD4.1",554
356,NULL,NULL,NULL,NULL,"VD2.1 (554",354
357,NULL,NULL,2,NULL,"VD3.2",554
358,NULL,NULL,2,NULL,"VD1.2",554
359,NULL,NULL,2,NULL,"VD2.2",555
360,NULL,NULL,3,NULL,"VD2.3",555
361,NULL,NULL,1,NULL,"VD1.1",555
362,NULL,NULL,1,NULL,"VD7.1",555
363,NULL,NULL,2,NULL,"VD4.2",555
364,NULL,NULL,1,NULL,"VD3.1",555
365,NULL,NULL,NULL,NULL,"D1",115
366,NULL,NULL,NULL,NULL,"D2",115
367,NULL,NULL,NULL,NULL,"D3",115
368,NULL,NULL,NULL,NULL,"D4",115
369,NULL,NULL,NULL,NULL,"D5",115
370,NULL,NULL,NULL,NULL,"D7",115
371,NULL,NULL,NULL,NULL,"D8",115
372,NULL,NULL,NULL,NULL,"D9",115
373,NULL,NULL,NULL,NULL,"D10",115
374,NULL,NULL,NULL,NULL,"D11",115
375,NULL,NULL,NULL,NULL,"D12",115
376,NULL,NULL,NULL,NULL,"D13",115
377,NULL,NULL,NULL,NULL,"D14",115
378,NULL,NULL,1,NULL,"VD4.1",555
